46.1518, 71.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 8.0, 18.0, 539.0, 545.0, 1364.0, 0, 0, 0, 0, 0, 127.0, 0, 62.0, 1239681600.0, 1406174400.0, 1406260800.0, 166579200.0, 166492800.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
55.6221, 69.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 578.0, 569.0, 8404.0, 5147.0, 11620.0, 0, 0, 56.0, 0, 58.0, 0, 75.0, 0, 1226293200.0, 1406952000.0, 1406952000.0, 180658800.0, 180658800.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
24.4928, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1213.0, 7.0, 522.0, 2001.0, 5789.0, 0, 0, 0, 0, 58.0, 73.0, 0, 36.0, 1299301200.0, 1404705600.0, 1404705600.0, 105404400.0, 105404400.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
37.1662, 60.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 22.0, 17.0, 821.0, 1014.0, 4029.0, 0, 0, 0, 0, 184.0, 6.0, 140.0, 88.0, 1165899600.0, 1406433600.0, 1406520000.0, 240620400.0, 240534000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
21.0757, 109.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 6.0, 152.0, 818.0, 40.0, 0, 0, 404.0, 665.0, 18.0, 73.0, 140.0, 50.0, 1357189200.0, 1389848400.0, 1404964800.0, 47775600.0, 32659200.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
64.113, 153.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 85.0, 116.0, 66330.0, 3420.0, 6299.0, 0, 0, 0, 665.0, 184.0, 127.0, 10.0, 62.0, 1244952000.0, 1406520000.0, 1406606400.0, 161654400.0, 161568000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
31.7226, 53.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 172.0, 8.0, 348.0, 562.0, 3333.0, 69.0, 0, 0, 54.0, 12.0, 73.0, 43.0, 39.0, 1226811600.0, 1406779200.0, 1406779200.0, 179967600.0, 179967600.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
48.0435, 155.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 86.0, 38.0, 12570.0, 4091.0, 2313.0, 0, 0, 0, 665.0, 0, 0, 5.0, 0, 1331182800.0, 1405224000.0, 1405224000.0, 74041200.0, 74041200.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
46.5943, 79.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 894.0, 19.0, 915.0, 1103.0, 24142.0, 0, 0, 0, 665.0, 58.0, 0, 0, 0, 1265605200.0, 1407124800.0, 1407124800.0, 141519600.0, 141519600.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
60.4731, 157.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 614.0, 111.0, 2664.0, 448.0, 6204.0, 0, 0, 0, 25.0, 0, 77.0, 54.0, 0, 1253937600.0, 1406865600.0, 1406865600.0, 152928000.0, 152928000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
50.9695, 160.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 345.0, 92.0, 1976.0, 146.0, 3559.0, 0, 0, 0, 0, 58.0, 127.0, 0, 88.0, 1307419200.0, 1403496000.0, 1403668800.0, 96249600.0, 96076800.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
44.6987, 24.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 440.0, 9.0, 276.0, 177.0, 3183.0, 69.0, 0, 0, 0, 8.0, 67.0, 140.0, 67.0, 1228798800.0, 1402459200.0, 1402545600.0, 173746800.0, 173660400.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
43.0538, 89.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 129.0, 20.0, 312.0, 729.0, 738.0, 0, 0, 0, 0, 2.0, 0, 0, 39.0, 1260939600.0, 1404532800.0, 1404619200.0, 143679600.0, 143593200.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
40.8289, 87.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 158.0, 98.0, 1869.0, 624.0, 3049.0, 0, 0, 0, 665.0, 12.0, 73.0, 3.0, 0, 1233118800.0, 1401681600.0, 1406260800.0, 173142000.0, 168562800.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
37.2695, 28.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 9.0, 14.0, 583.0, 720.0, 3489.0, 0, 0, 196.0, 665.0, 14.0, 0, 29.0, 36.0, 1233637200.0, 1404792000.0, 1404792000.0, 171154800.0, 171154800.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
79.7762, 129.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1720.0, 115415.0, 5165.0, 3065.0, 0, 0, 404.0, 25.0, 0, 0, 0, 0, 1305259200.0, 1404964800.0, 1404964800.0, 99705600.0, 99705600.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
29.1047, 120.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 9.0, 37.0, 2611.0, 281.0, 409.0, 0, 0, 0, 0, 77.0, 67.0, 43.0, 62.0, 1183435200.0, 1402459200.0, 1405656000.0, 222220800.0, 219024000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
58.5141, 116.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 990.0, 351.0, 6553.0, 6075.0, 7405.0, 0, 0, 56.0, 0, 184.0, 127.0, 0, 3.0, 1182052800.0, 1406865600.0, 1406865600.0, 224812800.0, 224812800.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
26.5492, 104.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 17.0, 20.0, 1127.0, 1909.0, 586.0, 0, 0, 0, 0, 69.0, 127.0, 140.0, 0, 1218945600.0, 1403582400.0, 1405224000.0, 186278400.0, 184636800.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
